nom_streamer;plateforme;pays;categorie_contenu;style_stream;moyenne_viewers;pic_viewers;abonnements_mensuels;dons_mensuels_eur;duree_watch_moyenne_min;duree_stream_moyenne_h;frequence_stream_mois;langue;date_creation_compte;date_dernier_stream;revenu_mensuel_eur;partenaire_officiel
RetroQuasarTV;TikTok;Royaume-Uni;Musique;Chill;1207;2142;370;791.98;109.1;6.71;21;Anglais;2018-01-26;2025-03-15;1716.98;Oui
BlazingCaster;YouTube;États-Unis;Tech;Esport;327;773;151;53.2;112.6;3.74;6;Anglais;2020-08-30;2025-08-05;430.7;Non
FrozenCasterLive;TikTok;Espagne;Musique;Communautaire;443;1521;0;0.0;38.8;3.57;14;Espagnol;2019-03-26;2025-10-24;0.0;Oui
RapidWhisperLive;Twitch;Espagne;Just Chatting;Chill;67;192;42;95.65;48.0;2.81;22;Espagnol;2022-05-05;2025-10-07;200.65;Oui
CrimsonFox;TikTok;Allemagne;Sport;Communautaire;674;1517;474;261.21;108.8;4.62;9;Allemand;2020-01-08;2025-08-28;1446.21;Non
ShadowVortexX;TikTok;France;Cuisine;Chill;2757;6493;1616;2041.73;67.8;4.46;5;Français;2018-10-13;2025-05-05;6081.73;Non
SilentCircuit_TV90;Twitch;Brésil;Musique;Educatif;1406;2466;251;169.55;78.9;5.39;14;Portugais;2012-02-18;2025-08-25;797.05;Non
NovaFoxHQ30;Twitch;États-Unis;Creation;Chill;206;654;60;26.61;37.6;3.62;25;Anglais;2022-10-19;2025-12-20;176.61;Non
CrimsonGunnerX47;TikTok;France;Tech;Communautaire;1549;5001;539;998.5;40.9;5.51;21;Français;2023-02-09;2025-03-11;2346.0;Oui
DriftGunner_TV;YouTube;France;Horreur;Communautaire;215;707;7;12.39;87.6;2.93;25;Français;2016-07-02;2025-02-28;29.89;Oui
VegaHarborYT;Twitch;Suisse;IRL;Educatif;49;73;18;2.37;84.3;2.73;8;Français;2023-05-06;2025-08-16;47.37;Non
ShadowFable_TV;Twitch;Royaume-Uni;Just Chatting;Communautaire;3590;5784;2090;3356.03;41.0;4.43;10;Anglais;2021-11-06;2025-12-03;8581.03;Oui
RapidKnightX;TikTok;Suisse;Musique;Communautaire;1619;3828;373;762.22;87.3;3.11;28;Allemand;2016-06-29;2025-09-01;1694.72;Non
VelvetHorizonYT;YouTube;Espagne;Cuisine;Educatif;502;1044;227;629.32;90.1;7.75;20;Espagnol;2014-05-29;2025-08-26;1196.82;Non
AeroBladeLive;TikTok;Brésil;FPS;Communautaire;903;2823;413;0.0;43.3;3.7;8;Portugais;2012-10-06;2025-11-27;1032.5;Non
FrozenBeacon_Live;TikTok;Allemagne;Just Chatting;Chill;140;221;52;82.86;111.6;7.78;19;Allemand;2020-01-09;2025-09-14;212.86;Oui
IronMatrixHQ;Twitch;Canada;Sport;Esport;116;254;102;307.67;93.6;4.34;7;Anglais;2019-08-11;2025-08-24;562.67;Oui
AeroMatrixFR;Twitch;Allemagne;Cuisine;Educatif;782;1608;324;417.24;98.6;3.82;17;Allemand;2016-01-17;2025-10-22;1227.24;Non
DriftForgeHQ22;TikTok;Italie;Cuisine;Chill;141;247;58;101.95;59.2;7.73;16;Italien;2012-08-29;2025-03-23;246.95;Oui
RetroForgeTV;YouTube;Suisse;Tech;Chill;102;172;47;63.2;39.6;7.61;20;Français;2020-08-12;2025-08-04;180.7;Oui
VegaWhisper_TV;Twitch;Allemagne;Sport;Communautaire;49;79;11;11.95;52.5;2.22;28;Allemand;2012-08-29;2025-03-31;39.45;Non
VividOrbit_99;TikTok;Royaume-Uni;Tech;Competitif;3217;5518;1644;270.47;70.5;2.8;25;Anglais;2023-01-06;2025-08-13;4380.47;Non
IronBeaconYT;Twitch;Belgique;Creation;Chill;688;1342;62;160.13;96.8;4.6;21;Néerlandais;2014-02-27;2025-04-15;315.13;Oui
BlazingGunner_;TikTok;Royaume-Uni;IRL;Humoristique;240;748;91;257.15;110.4;4.16;18;Anglais;2023-11-05;2025-09-12;484.65;Oui
MysticPulse_19;YouTube;Italie;MMO;Competitif;97;306;11;10.08;81.3;4.84;16;Italien;2021-11-04;2025-08-07;37.58;Non
LunarSageFR27;YouTube;Belgique;IRL;Educatif;1264;4105;121;0.0;81.2;2.76;21;Néerlandais;2013-02-25;2025-11-04;302.5;Non
DarkSageX;YouTube;États-Unis;IRL;Competitif;245;378;125;337.53;103.9;3.74;13;Anglais;2013-09-04;2025-10-01;650.03;Oui
FrozenPulse_;TikTok;France;MMO;Esport;242;775;76;201.7;113.9;5.0;17;Français;2022-07-25;2025-05-15;391.7;Oui
LunarBladeTV;Twitch;Suisse;MMO;Esport;51;79;16;27.05;67.9;3.2;6;Allemand;2013-05-25;2025-05-01;67.05;Non
DriftHarbor_;Twitch;États-Unis;IRL;Educatif;661;1087;197;302.28;115.3;7.43;27;Anglais;2013-10-22;2025-10-10;794.78;Non
VelvetQuasarTV61;YouTube;Royaume-Uni;Tech;Esport;26;88;6;11.72;54.3;2.25;6;Anglais;2021-09-04;2025-09-02;26.72;Non
GoldenCircuitHQ;Twitch;Suisse;MMO;Communautaire;136;416;56;109.02;108.9;3.37;6;Italien;2012-05-28;2025-10-10;249.02;Non
UrbanBlade_TV78;TikTok;Brésil;MMO;Competitif;276;442;119;63.93;98.9;6.17;18;Portugais;2021-10-27;2025-03-02;361.43;Non
FrozenGlyph_TV;Twitch;Belgique;Creation;Chill;321;707;167;276.71;60.9;7.51;12;Français;2021-04-06;2025-10-02;694.21;Oui
AtomicQuasarTV;Twitch;France;Musique;Educatif;211;734;93;205.96;31.3;6.32;6;Français;2018-05-04;2025-01-23;438.46;Non
IronGunnerHQ;Twitch;Italie;Cuisine;Educatif;42;92;26;30.26;89.0;3.47;14;Italien;2014-09-29;2025-12-03;95.26;Oui
ShadowDrake_;TikTok;États-Unis;Tech;Educatif;644;1064;411;52.74;114.5;3.24;27;Anglais;2018-10-15;2025-07-07;1080.24;Non
FrozenRift_Live;TikTok;Royaume-Uni;MMO;Chill;184;595;62;44.41;52.0;7.36;15;Anglais;2019-10-10;2025-07-30;199.41;Non
VelvetBladeTV;Twitch;Espagne;MMO;Competitif;2720;5602;621;586.51;48.3;2.82;21;Espagnol;2020-05-08;2025-03-14;2139.01;Oui
MysticForgeHQ;Twitch;France;Horreur;Chill;505;1745;80;88.35;92.9;5.9;19;Français;2018-03-27;2025-10-29;288.35;Non
DriftQuasar_TV;YouTube;Allemagne;FPS;Educatif;572;1201;190;267.26;116.9;2.36;24;Allemand;2021-12-16;2025-01-23;742.26;Oui
RapidPulseTV;TikTok;Espagne;FPS;Communautaire;225;430;21;38.25;46.6;4.59;6;Espagnol;2012-07-31;2025-11-08;90.75;Non
FrozenWhisperYT;Twitch;France;Sport;Esport;2780;9300;1122;1935.75;111.7;6.86;23;Français;2021-09-25;2025-08-07;4740.75;Oui
VelvetStormYT;YouTube;Royaume-Uni;Horreur;Educatif;864;2691;126;403.52;79.8;7.71;26;Anglais;2023-08-21;2025-05-14;718.52;Oui
PhantomKnightHQ;Twitch;France;Just Chatting;Esport;503;1720;365;279.94;72.1;7.96;12;Français;2013-12-01;2025-05-08;1192.44;Non
AtomicGunner_Live51;YouTube;Espagne;Creation;Chill;2980;6481;1653;3393.68;65.5;5.69;16;Espagnol;2018-11-19;2025-10-19;7526.18;Non
HyperCasterYT56;YouTube;France;Horreur;Chill;521;1652;182;491.5;106.3;4.66;5;Français;2022-10-08;2025-11-23;946.5;Oui
SolarFableX;TikTok;États-Unis;IRL;Educatif;470;1089;3;1.15;82.2;2.48;24;Anglais;2017-10-14;2025-05-22;8.65;Non
SableDrakeTV91;TikTok;France;Tech;Chill;328;1062;151;217.96;41.5;5.78;9;Français;2012-11-11;2025-04-05;595.46;Non
RuneVortexX;TikTok;Espagne;Just Chatting;Chill;1542;4101;15;24.65;33.8;6.3;6;Espagnol;2019-12-04;2025-10-04;62.15;Oui
SilentCasterLive;Twitch;Royaume-Uni;IRL;Competitif;54;145;29;40.76;61.5;2.46;19;Anglais;2019-04-22;2025-10-20;113.26;Non
TurboCasterTV53;YouTube;Canada;FPS;Humoristique;640;2021;145;403.02;91.3;2.43;18;Anglais;2020-01-30;2025-06-21;765.52;Non
ShadowBladeLive;TikTok;France;Musique;Humoristique;1268;4177;655;897.67;63.7;7.65;14;Français;2018-07-10;2025-03-18;2535.17;Oui
NeoCasterHQ;TikTok;Royaume-Uni;Creation;Esport;763;1306;197;464.04;49.0;3.88;27;Anglais;2016-10-26;2025-07-13;956.54;Oui
PhantomStorm_Live12;Twitch;Belgique;Tech;Communautaire;2476;6967;1520;1171.0;43.5;6.58;25;Français;2021-05-17;2025-10-03;4971.0;Oui
IronShardYT;TikTok;Royaume-Uni;MMO;Educatif;600;1917;84;174.08;77.5;2.31;20;Anglais;2018-01-14;2025-04-10;384.08;Non
AeroDrakeFR;Twitch;Allemagne;Sport;Esport;662;2199;17;5.75;59.6;6.79;16;Allemand;2017-05-28;2025-08-16;48.25;Non
LunarKnightLive;TikTok;Allemagne;Creation;Competitif;295;656;100;29.05;61.7;5.03;16;Allemand;2021-05-24;2025-04-28;279.05;Oui
PhantomRiftTV;TikTok;Canada;Creation;Humoristique;618;2071;278;362.99;52.0;7.46;26;Anglais;2019-08-30;2025-06-10;1057.99;Oui
UrbanHarbor_Live;YouTube;Suisse;Musique;Educatif;175;291;106;334.47;67.9;7.9;23;Français;2015-09-28;2025-03-03;599.47;Non
SolarSageLive45;Twitch;Canada;FPS;Educatif;237;480;65;129.43;79.9;7.58;28;Anglais;2015-09-29;2025-02-07;291.93;Oui
GoldenSpecterX;YouTube;Canada;Cuisine;Esport;272;688;101;226.2;77.6;4.33;18;Anglais;2017-05-31;2025-12-31;478.7;Non
RogueVortexYT;TikTok;Italie;IRL;Esport;49;85;32;50.33;110.8;7.39;23;Italien;2013-08-27;2025-07-01;130.33;Non
BlazingQuasarYT62;YouTube;Allemagne;Musique;Esport;256;850;97;141.86;86.8;6.44;18;Allemand;2023-06-04;2025-02-12;384.36;Oui
NovaQuasarX;YouTube;Brésil;Sport;Educatif;60;197;41;63.19;83.4;4.22;25;Portugais;2023-05-30;2025-10-29;165.69;Non
PrimeBeaconFR97;Twitch;Italie;MMO;Communautaire;656;2223;387;185.31;38.7;3.78;15;Italien;2023-05-26;2025-08-07;1152.81;Non
RetroHarbor_TV62;Twitch;Suisse;Cuisine;Communautaire;679;1456;235;551.49;58.7;3.07;9;Allemand;2019-01-19;2025-02-20;1138.99;Non
UrbanBeaconTV59;Twitch;Canada;Just Chatting;Humoristique;38;78;14;12.56;40.7;3.64;19;Anglais;2014-05-19;2025-04-29;47.56;Non
RetroSpecter6;Twitch;Italie;FPS;Communautaire;649;1156;320;253.56;48.6;7.03;10;Italien;2016-05-17;2025-01-04;1053.56;Non
IronHorizon_;YouTube;Allemagne;MMO;Competitif;184;582;69;41.63;32.3;3.22;23;Allemand;2018-08-13;2025-02-26;214.13;Oui
EchoBeaconYT9;YouTube;Belgique;Sport;Chill;1018;2431;332;0.0;68.9;3.58;9;Français;2016-12-27;2025-02-08;830.0;Non
SableBladeHQ;TikTok;Belgique;Sport;Chill;267;484;51;0.0;60.2;4.72;28;Français;2014-04-02;2025-12-28;127.5;Non
HyperPixelYT;Twitch;France;Tech;Competitif;103;193;43;121.63;80.2;7.03;25;Français;2020-06-08;2025-04-23;229.13;Oui
VegaOrbitHQ15;YouTube;Espagne;Musique;Competitif;569;1155;158;309.03;43.6;6.88;28;Espagnol;2013-12-27;2025-09-22;704.03;Oui
NeoForge_TV96;TikTok;Canada;FPS;Educatif;243;366;63;21.78;36.1;5.35;11;Anglais;2017-11-25;2025-11-11;179.28;Non
FrozenZephyr;TikTok;Canada;Just Chatting;Competitif;58;160;18;29.84;51.1;4.09;21;Français;2022-11-17;2025-09-08;74.84;Non
MysticCasterX;Twitch;Espagne;Cuisine;Educatif;362;975;114;63.18;78.9;3.77;12;Espagnol;2017-07-19;2025-12-06;348.18;Non
VelvetGlyphHQ;YouTube;Brésil;Musique;Educatif;787;1362;107;243.53;71.8;3.91;8;Portugais;2021-03-29;2025-12-18;511.03;Oui
CrimsonWhisperYT;Twitch;Royaume-Uni;Sport;Humoristique;133;207;33;1.1;54.1;3.29;18;Anglais;2019-02-14;2025-07-30;83.6;Non
UrbanBeacon_;YouTube;Allemagne;Tech;Humoristique;232;723;138;278.16;68.3;3.56;6;Allemand;2013-01-08;2025-06-07;623.16;Non
TurboVortex_;TikTok;Belgique;Creation;Communautaire;1183;2744;596;236.21;81.5;3.0;11;Français;2014-11-24;2025-11-06;1726.21;Oui
NeoMatrixX52;YouTube;États-Unis;MMO;Chill;280;952;68;192.48;31.9;4.28;27;Anglais;2013-02-07;2025-09-23;362.48;Oui
LunarBeaconLive75;YouTube;Suisse;Just Chatting;Competitif;108;240;62;148.36;47.9;2.94;22;Italien;2019-06-08;2025-07-31;303.36;Oui
VelvetRunner_Live;TikTok;Belgique;MMO;Educatif;3018;7864;959;2121.62;52.4;2.08;5;Français;2012-12-12;2025-03-22;4519.12;Non
VelvetFableHQ;Twitch;Espagne;IRL;Educatif;4963;10436;1372;0.0;50.7;6.63;12;Espagnol;2020-12-26;2025-03-09;3430.0;Non
RetroBladeFR;TikTok;Brésil;FPS;Chill;51;164;27;0.0;36.9;5.03;27;Portugais;2015-05-28;2025-02-18;67.5;Non
RunePixelLive;YouTube;Royaume-Uni;FPS;Humoristique;267;504;130;219.07;84.5;3.87;15;Anglais;2022-04-17;2025-04-14;544.07;Oui
DarkVortex;YouTube;Belgique;Tech;Educatif;644;1306;286;794.76;89.0;4.83;14;Néerlandais;2018-03-31;2025-09-05;1509.76;Non
RapidShardHQ29;YouTube;Brésil;Sport;Communautaire;141;467;37;26.91;78.0;3.47;5;Portugais;2014-06-06;2025-08-20;119.41;Oui
TurboMatrixX;YouTube;Allemagne;Creation;Chill;1005;2669;582;1135.61;32.2;6.63;19;Allemand;2018-12-19;2025-06-20;2590.61;Oui
SolarGlyphTV;Twitch;Allemagne;Creation;Competitif;1483;4626;243;769.64;117.8;2.57;10;Allemand;2015-03-03;2025-07-26;1377.14;Non
IronForgeHQ41;YouTube;Espagne;Cuisine;Humoristique;2155;5488;1179;3869.24;105.6;6.56;6;Espagnol;2019-07-30;2025-03-19;6816.74;Oui
SilentRunnerLive;YouTube;Suisse;MMO;Educatif;65;139;19;14.53;80.9;4.44;5;Allemand;2023-03-18;2025-06-10;62.03;Oui
LunarOrbit_TV;TikTok;Belgique;IRL;Educatif;892;1912;169;381.52;93.8;5.09;28;Français;2013-09-26;2025-07-12;804.02;Oui
GoldenForgeLive55;Twitch;Allemagne;IRL;Chill;1821;5488;981;1749.86;44.6;6.49;10;Allemand;2023-02-08;2025-03-29;4202.36;Non
CrimsonPulse_65;YouTube;Belgique;Cuisine;Humoristique;136;242;31;85.24;108.7;4.51;5;Français;2018-01-29;2025-09-25;162.74;Non
TurboPixel_Live;YouTube;Royaume-Uni;Tech;Communautaire;950;2593;372;402.54;63.4;5.9;9;Anglais;2020-04-29;2025-09-23;1332.54;Non
NeoMatrixYT;TikTok;Canada;Musique;Communautaire;43;105;7;23.88;49.0;3.98;28;Français;2022-08-17;2025-01-06;41.38;Non
CrimsonFableTV;YouTube;Suisse;Tech;Esport;98;228;42;105.31;43.5;2.4;5;Italien;2022-04-14;2025-06-19;210.31;Oui
MysticCircuitHQ;TikTok;Royaume-Uni;Tech;Humoristique;101;163;44;107.27;72.2;2.94;16;Anglais;2012-04-25;2025-04-09;217.27;Non
ShadowSpecter_TV;YouTube;États-Unis;Creation;Educatif;409;845;398;0.0;112.0;4.56;28;Anglais;2016-07-17;2025-02-09;995.0;Oui
NeoGunnerX;Twitch;Canada;MMO;Communautaire;1292;2204;472;1072.35;49.5;3.07;23;Anglais;2020-08-03;2025-06-19;2252.35;Non
SableGuardian_Live;Twitch;Canada;FPS;Competitif;655;2248;165;285.28;96.4;5.7;20;Anglais;2014-01-18;2025-11-11;697.78;Oui
DriftCasterTV;Twitch;Canada;MMO;Educatif;52;92;27;48.55;72.8;2.0;7;Français;2022-07-31;2025-06-17;116.05;Non
RapidZephyrYT;YouTube;Allemagne;Sport;Humoristique;814;2035;497;928.21;40.6;5.36;17;Allemand;2019-02-09;2025-09-29;2170.71;Oui
LunarSpecterLive77;YouTube;Canada;Cuisine;Communautaire;474;1548;106;83.5;105.8;7.73;25;Français;2022-12-28;2025-12-22;348.5;Non
NeoWarden_TV;Twitch;France;Sport;Educatif;1488;4271;1022;1289.65;80.2;4.61;16;Français;2019-10-05;2025-08-06;3844.65;Oui
LunarFoxHQ;YouTube;États-Unis;Musique;Esport;424;1159;92;245.89;108.9;7.52;11;Anglais;2016-05-23;2025-08-15;475.89;Non
SolarWardenLive;YouTube;Espagne;MMO;Chill;838;2138;660;410.31;30.5;3.86;8;Espagnol;2018-02-14;2025-01-18;2060.31;Non
ShadowWarden57;YouTube;Espagne;FPS;Communautaire;266;740;118;253.29;65.8;7.97;27;Espagnol;2022-07-23;2025-11-08;548.29;Non
DriftMatrixYT60;Twitch;France;Sport;Chill;318;788;71;169.08;72.6;7.25;22;Français;2015-06-08;2025-12-28;346.58;Oui
DriftZephyr_65;Twitch;Allemagne;FPS;Humoristique;891;2888;193;551.1;41.8;4.52;8;Allemand;2018-03-23;2025-04-10;1033.6;Oui
ShadowDrakeFR;Twitch;Italie;Sport;Communautaire;1461;3163;623;984.09;90.5;7.4;27;Italien;2021-01-15;2025-08-02;2541.59;Oui
AtomicBeaconX87;YouTube;Belgique;Musique;Educatif;742;1209;168;257.05;104.3;5.01;28;Français;2018-03-07;2025-11-08;677.05;Oui
ShadowFableLive59;YouTube;Espagne;MMO;Humoristique;37;106;21;0.0;66.8;5.81;5;Espagnol;2019-08-29;2025-08-27;52.5;Oui
RunePulseLive52;Twitch;Belgique;Musique;Humoristique;2108;5549;704;906.99;71.7;2.7;7;Néerlandais;2012-06-13;2025-03-28;2666.99;Oui
SilentVortex_;Twitch;Espagne;Tech;Esport;202;390;69;201.38;63.7;2.49;28;Espagnol;2014-12-23;2025-06-08;373.88;Oui
SilentShard_TV;YouTube;Brésil;Tech;Competitif;26;58;17;31.25;55.8;3.67;23;Portugais;2016-06-20;2025-04-01;73.75;Non
NeoWardenHQ14;TikTok;États-Unis;Sport;Esport;106;213;19;60.35;69.6;2.55;16;Anglais;2022-01-31;2025-11-20;107.85;Oui
EchoPulse_Live68;TikTok;Suisse;Cuisine;Humoristique;142;223;24;63.3;105.1;4.31;22;Français;2018-06-22;2025-04-17;123.3;Non
VelvetPulse_46;Twitch;Royaume-Uni;Tech;Humoristique;585;1696;124;212.86;75.3;6.98;13;Anglais;2022-06-28;2025-05-14;522.86;Oui
RapidVortexX;Twitch;Allemagne;Creation;Humoristique;130;434;80;204.91;76.5;5.79;20;Allemand;2020-06-22;2025-12-04;404.91;Oui
VegaWhisperFR;Twitch;Brésil;Horreur;Humoristique;724;1552;341;1112.07;39.4;4.15;5;Portugais;2014-03-31;2025-04-06;1964.57;Non
EchoShardX;YouTube;Italie;Horreur;Communautaire;403;851;65;126.72;72.0;3.12;5;Italien;2021-10-03;2025-07-24;289.22;Non
NovaWhisperX;YouTube;Brésil;Just Chatting;Chill;4002;12679;788;897.17;52.7;4.24;15;Portugais;2023-05-16;2025-02-25;2867.17;Non
IronMatrixX95;Twitch;Canada;MMO;Competitif;637;1498;247;127.87;54.2;5.46;23;Anglais;2023-10-03;2025-04-12;745.37;Oui
PrimeZephyrLive76;YouTube;Canada;Sport;Educatif;1385;2437;1196;2028.57;60.0;7.76;7;Français;2015-09-16;2025-08-24;5018.57;Oui
DriftSageFR;Twitch;Canada;Tech;Competitif;149;419;13;22.85;48.0;3.03;14;Anglais;2014-01-08;2025-05-06;55.35;Oui
RuneOrbit_Live;Twitch;États-Unis;IRL;Educatif;1358;3896;672;1006.38;106.1;4.25;20;Anglais;2020-11-02;2025-12-24;2686.38;Oui
LunarBeacon_Live;Twitch;Belgique;Cuisine;Competitif;210;698;38;88.72;90.2;6.99;27;Néerlandais;2014-12-29;2025-07-24;183.72;Non
LunarPulseX;TikTok;Brésil;MMO;Chill;1102;3632;100;308.98;103.8;6.38;18;Portugais;2022-12-14;2025-12-09;558.98;Oui
CrimsonRiftLive42;YouTube;États-Unis;MMO;Chill;758;1473;515;81.3;84.8;6.61;16;Anglais;2020-12-05;2025-02-09;1368.8;Oui
MysticSage_;Twitch;États-Unis;Cuisine;Esport;89;158;32;64.09;46.9;3.27;18;Anglais;2021-07-19;2025-03-19;144.09;Non
VelvetSpecterLive;YouTube;Canada;Musique;Educatif;2910;6175;1574;1979.02;90.8;4.88;13;Français;2023-08-09;2025-02-24;5914.02;Non
NovaCaster;YouTube;France;Musique;Humoristique;130;404;83;44.43;61.2;6.4;25;Français;2023-05-16;2025-07-16;251.93;Non
HyperFoxYT;Twitch;Espagne;Cuisine;Humoristique;2419;3684;830;2565.18;88.8;6.02;18;Espagnol;2014-08-07;2025-11-06;4640.18;Non
EchoOrbit_Live5;YouTube;Belgique;Musique;Educatif;851;2131;317;310.85;100.3;6.27;22;Français;2020-08-07;2025-12-12;1103.35;Oui
NeoQuasarTV51;YouTube;Suisse;MMO;Communautaire;277;498;134;211.34;60.3;7.61;23;Français;2022-03-16;2025-08-11;546.34;Oui
EchoSpecterYT;YouTube;France;Creation;Esport;209;507;76;119.97;33.6;7.21;19;Français;2017-08-29;2025-08-06;309.97;Non
RapidFable_Live;Twitch;Espagne;Sport;Educatif;38;108;18;9.37;99.0;2.14;13;Espagnol;2022-01-07;2025-06-16;54.37;Non
CrimsonStorm_74;TikTok;Brésil;Tech;Competitif;113;313;7;0.0;83.6;4.14;6;Portugais;2023-12-31;2025-02-18;17.5;Oui
FrozenKnight_Live;YouTube;Allemagne;Creation;Competitif;90;265;23;79.42;87.0;4.59;13;Allemand;2023-09-28;2025-10-19;136.92;Non
VividRunnerFR;TikTok;Belgique;Cuisine;Communautaire;226;357;98;186.25;59.4;2.23;24;Français;2013-10-07;2025-06-22;431.25;Non
RogueGunner_;TikTok;Belgique;Cuisine;Chill;465;1090;178;54.24;32.0;7.7;13;Néerlandais;2017-11-07;2025-06-05;499.24;Oui
AeroOrbitYT;YouTube;Espagne;Musique;Humoristique;1990;5748;1515;0.0;34.4;5.44;11;Espagnol;2013-01-09;2025-11-06;3787.5;Non
SableWardenX27;Twitch;France;Cuisine;Esport;130;431;44;23.56;91.0;3.64;18;Français;2018-02-28;2025-05-17;133.56;Non
RetroSpecterTV;Twitch;France;Sport;Competitif;703;1896;178;652.38;117.8;3.91;12;Français;2018-06-15;2025-12-31;1097.38;Non
PhantomCasterYT;YouTube;Royaume-Uni;FPS;Humoristique;1494;3997;661;1670.34;87.1;3.97;17;Anglais;2019-03-03;2025-06-27;3322.84;Non
RapidWhisper_Live;TikTok;Canada;Cuisine;Humoristique;1361;2454;390;266.68;106.9;4.99;22;Anglais;2012-09-21;2025-12-05;1241.68;Oui
MysticKnightFR;TikTok;Royaume-Uni;Sport;Humoristique;439;1212;251;411.4;80.5;4.07;11;Anglais;2019-01-27;2025-08-20;1038.9;Non
EchoCircuit_Live;TikTok;Brésil;Cuisine;Chill;71;110;16;22.82;86.2;3.0;16;Portugais;2023-01-03;2025-05-01;62.82;Non
MysticFable_;Twitch;Brésil;Tech;Competitif;371;1240;294;33.52;41.9;5.64;8;Portugais;2018-06-28;2025-04-02;768.52;Oui
NeoDrake_;YouTube;États-Unis;Tech;Educatif;703;2132;490;1848.01;118.6;7.87;22;Anglais;2018-04-03;2025-06-13;3073.01;Non
VividFable_TV23;TikTok;États-Unis;MMO;Communautaire;258;712;128;264.93;89.8;6.12;25;Anglais;2020-10-17;2025-04-26;584.93;Non
EchoQuasarYT;Twitch;Canada;Cuisine;Humoristique;500;1244;190;367.84;71.8;6.96;19;Français;2023-12-12;2025-06-21;842.84;Non
RetroCircuit_TV;TikTok;Brésil;Cuisine;Educatif;24;67;12;19.51;91.5;2.59;23;Portugais;2012-08-25;2025-11-13;49.51;Oui
MysticShardTV93;TikTok;Brésil;FPS;Humoristique;315;559;254;209.57;85.8;7.99;24;Portugais;2017-08-09;2025-03-27;844.57;Non
DarkCasterHQ;TikTok;Brésil;MMO;Communautaire;258;740;205;136.93;115.7;2.14;24;Portugais;2015-08-15;2025-08-23;649.43;Non
VegaPulseHQ;Twitch;États-Unis;Musique;Humoristique;220;648;81;189.6;51.5;4.83;27;Anglais;2012-09-10;2025-04-16;392.1;Non
PhantomGuardianTV;Twitch;Allemagne;MMO;Esport;507;1226;71;68.72;91.5;4.66;12;Allemand;2019-06-06;2025-03-23;246.22;Oui
IronZephyr_TV58;TikTok;Brésil;MMO;Educatif;206;499;79;152.14;116.6;2.04;6;Portugais;2013-07-30;2025-08-02;349.64;Non
NovaGlyphHQ;TikTok;Royaume-Uni;FPS;Educatif;639;2087;28;71.79;78.4;6.29;24;Anglais;2013-05-04;2025-05-30;141.79;Non
SolarPixelHQ;TikTok;Royaume-Uni;Horreur;Educatif;532;1679;360;699.91;95.3;2.24;17;Anglais;2014-04-28;2025-03-16;1599.91;Non
HyperSageTV98;Twitch;États-Unis;Cuisine;Esport;1354;4083;667;1898.43;82.2;6.75;28;Anglais;2015-03-08;2025-05-05;3565.93;Non
VegaForgeX;YouTube;Allemagne;Tech;Humoristique;716;1374;272;1026.1;38.7;5.85;7;Allemand;2018-08-16;2025-12-19;1706.1;Non
VelvetStormHQ;TikTok;France;Musique;Competitif;1072;2316;551;123.26;70.5;3.55;13;Français;2018-06-20;2025-01-14;1500.76;Oui
UrbanGunnerTV;TikTok;Canada;Creation;Esport;97;316;44;72.4;80.7;6.28;14;Français;2022-08-29;2025-08-14;182.4;Non
AeroSageTV;YouTube;Brésil;Just Chatting;Esport;205;370;87;268.71;102.5;2.77;24;Portugais;2012-08-17;2025-04-19;486.21;Non
IronFableHQ10;TikTok;Royaume-Uni;Cuisine;Educatif;866;1555;148;205.5;31.1;4.18;21;Anglais;2015-10-27;2025-06-26;575.5;Oui
NovaGuardian_TV;YouTube;Canada;MMO;Educatif;166;443;53;57.58;75.1;5.14;17;Anglais;2022-11-08;2025-07-14;190.08;Oui
RogueBladeHQ;Twitch;Canada;Just Chatting;Communautaire;238;675;35;48.03;35.8;3.35;11;Français;2014-09-06;2025-11-29;135.53;Oui
EchoWardenHQ;TikTok;Royaume-Uni;Tech;Esport;217;480;0;0.0;71.3;7.48;5;Anglais;2020-02-26;2025-12-07;0.0;Oui
SolarWhisper;YouTube;Royaume-Uni;MMO;Esport;1336;3068;433;657.65;38.9;3.98;7;Anglais;2013-10-12;2025-01-29;1740.15;Non
RapidBeacon;Twitch;Suisse;Tech;Esport;111;292;82;278.58;52.3;3.54;28;Français;2022-03-25;2025-04-01;483.58;Oui
PrimePulseLive;Twitch;Belgique;Musique;Communautaire;479;1656;289;484.16;53.9;3.66;28;Français;2013-05-13;2025-04-17;1206.66;Oui
SilentGuardianLive;TikTok;France;Sport;Esport;92;182;29;47.33;98.6;4.86;8;Français;2016-05-28;2025-09-02;119.83;Oui
SilverZephyr_Live63;Twitch;Italie;Horreur;Humoristique;244;581;86;121.14;72.8;2.6;23;Italien;2012-03-19;2025-10-25;336.14;Non
ShadowWhisperLive;Twitch;Italie;Creation;Educatif;369;1189;151;66.35;40.0;7.32;25;Italien;2017-08-24;2025-07-28;443.85;Non
EchoPulseFR;YouTube;Espagne;Just Chatting;Communautaire;183;454;26;64.42;45.9;5.04;21;Espagnol;2019-08-26;2025-05-21;129.42;Non
VegaHarborLive;YouTube;France;Sport;Communautaire;39;107;24;69.27;40.0;6.54;10;Français;2023-02-13;2025-03-25;129.27;Oui
